z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
4.7045170995,518.836070355,7778.9580323,7778.9580323,1363.64882366,44375.1991115,48.2357015737
4.70547885761,518.965841686,7779.51368329,7779.51368329,1363.51634586,44385.8508425,48.2362227469
4.70644081233,519.095650897,7780.06930891,7780.06930891,1363.38386128,44396.5050271,48.2367439151
4.70740296372,519.225498,7780.62490913,7780.62490913,1363.25136995,44407.1616659,48.2372650782
4.70836531179,519.355383007,7781.18048396,7781.18048396,1363.11887186,44417.8207595,48.2377862362
4.7093278566,519.485305928,7781.7360334,7781.7360334,1362.98636702,44428.4823082,48.2383073892
4.71029059819,519.615266775,7782.29155744,7782.29155744,1362.85385544,44439.1463128,48.2388285372
4.7112535366,519.745265559,7782.84705606,7782.84705606,1362.72133713,44449.8127737,48.2393496801
4.71221667186,519.875302292,7783.40252928,7783.40252928,1362.58881209,44460.4816915,48.239870818
4.71318000401,520.005376985,7783.95797709,7783.95797709,1362.45628032,44471.1530668,48.2403919508
4.71414353311,520.135489649,7784.51339947,7784.51339947,1362.32374185,44481.8269,48.2409130786
4.71510725918,520.265640295,7785.06879643,7785.06879643,1362.19119666,44492.5031917,48.2414342013
4.71607118226,520.395828935,7785.62416796,7785.62416796,1362.05864478,44503.1819424,48.241955319
4.71703530241,520.52605558,7786.17951406,7786.17951406,1361.9260862,44513.8631528,48.2424764317
4.71799961965,520.656320241,7786.73483472,7786.73483472,1361.79352093,44524.5468232,48.2429975393
4.71896413404,520.78662293,7787.29012993,7787.29012993,1361.66094898,44535.2329544,48.2435186418
4.7199288456,520.916963658,7787.8453997,7787.8453997,1361.52837036,44545.9215468,48.2440397393
4.72089375437,521.047342437,7788.40064401,7788.40064401,1361.39578507,44556.6126009,48.2445608318
4.72185886041,521.177759277,7788.95586287,7788.95586287,1361.26319311,44567.3061173,48.2450819192
4.72282416375,521.30821419,7789.51105627,7789.51105627,1361.13059451,44578.0020966,48.2456030015
4.72378966443,521.438707187,7790.0662242,7790.0662242,1360.99798925,44588.7005393,48.2461240789
4.72475536248,521.56923828,7790.62136666,7790.62136666,1360.86537736,44599.4014459,48.2466451511
4.72572125796,521.69980748,7791.17648365,7791.17648365,1360.73275883,44610.104817,48.2471662184
4.7266873509,521.830414799,7791.73157516,7791.73157516,1360.60013368,44620.8106531,48.2476872805
4.72765364134,521.961060247,7792.28664118,7792.28664118,1360.4675019,44631.5189547,48.2482083377
4.72862012932,522.091743836,7792.84168171,7792.84168171,1360.33486351,44642.2297225,48.2487293898
4.72958681488,522.222465578,7793.39669675,7793.39669675,1360.20221851,44652.9429569,48.2492504368
4.73055369807,522.353225484,7793.95168629,7793.95168629,1360.06956691,44663.6586584,48.2497714788
4.73152077892,522.484023564,7794.50665033,7794.50665033,1359.93690872,44674.3768278,48.2502925158
4.73248805747,522.614859832,7795.06158886,7795.06158886,1359.80424394,44685.0974654,48.2508135477
4.73345553377,522.745734297,7795.61650187,7795.61650187,1359.67157257,44695.8205718,48.2513345746
4.73442320784,522.876646971,7796.17138938,7796.17138938,1359.53889464,44706.5461476,48.2518555964
4.73539107975,523.007597866,7796.72625136,7796.72625136,1359.40621013,44717.2741933,48.2523766132
4.73635914952,523.138586994,7797.28108781,7797.28108781,1359.27351907,44728.0047094,48.2528976249
4.73732741719,523.269614364,7797.83589873,7797.83589873,1359.14082145,44738.7376965,48.2534186316
4.73829588281,523.40067999,7798.39068412,7798.39068412,1359.00811729,44749.4731552,48.2539396332
4.73926454641,523.531783881,7798.94544397,7798.94544397,1358.87540658,44760.211086,48.2544606298
4.74023340805,523.662926051,7799.50017828,7799.50017828,1358.74268934,44770.9514894,48.2549816214
4.74120246775,523.794106509,7800.05488703,7800.05488703,1358.60996557,44781.694366,48.2555026079
4.74217172555,523.925325268,7800.60957024,7800.60957024,1358.47723528,44792.4397163,48.2560235893
4.74314118151,524.056582338,7801.16422788,7801.16422788,1358.34449848,44803.1875409,48.2565445658
4.74411083565,524.187877732,7801.71885996,7801.71885996,1358.21175517,44813.9378402,48.2570655371
4.74508068803,524.319211461,7802.27346648,7802.27346648,1358.07900535,44824.690615,48.2575865035
4.74605073867,524.450583535,7802.82804742,7802.82804742,1357.94624905,44835.4458656,48.2581074648
4.74702098762,524.581993967,7803.38260279,7803.38260279,1357.81348626,44846.2035927,48.258628421
4.74799143493,524.713442768,7803.93713258,7803.93713258,1357.68071698,44856.9637968,48.2591493722
4.74896208062,524.84492995,7804.49163678,7804.49163678,1357.54794123,44867.7264784,48.2596703184
4.74993292475,524.976455523,7805.04611539,7805.04611539,1357.41515902,44878.4916381,48.2601912595
4.75090396735,525.108019499,7805.6005684,7805.6005684,1357.28237034,44889.2592764,48.2607121956
4.75187520846,525.23962189,7806.15499582,7806.15499582,1357.14957521,44900.0293939,48.2612331266
4.75284664813,525.371262708,7806.70939764,7806.70939764,1357.01677363,44910.8019911,48.2617540526
4.75381828639,525.502941962,7807.26377384,7807.26377384,1356.88396561,44921.5770686,48.2622749735
4.75479012329,525.634659666,7807.81812443,7807.81812443,1356.75115116,44932.3546269,48.2627958894
4.75576215886,525.76641583,7808.37244941,7808.37244941,1356.61833027,44943.1346666,48.2633168002
4.75673439315,525.898210466,7808.92674876,7808.92674876,1356.48550297,44953.9171882,48.2638377061
4.75770682619,526.030043586,7809.48102249,7809.48102249,1356.35266926,44964.7021922,48.2643586068
4.75867945803,526.1619152,7810.03527059,7810.03527059,1356.21982913,44975.4896792,48.2648795025
4.75965228871,526.293825321,7810.58949305,7810.58949305,1356.0869826,44986.2796498,48.2654003932
4.76062531827,526.425773959,7811.14368987,7811.14368987,1355.95412968,44997.0721045,48.2659212789
4.76159854675,526.557761127,7811.69786104,7811.69786104,1355.82127038,45007.8670438,48.2664421594
4.76257197418,526.689786835,7812.25200657,7812.25200657,1355.68840469,45018.6644683,48.266963035
4.76354560062,526.821851095,7812.80612644,7812.80612644,1355.55553262,45029.4643786,48.2674839055
4.7645194261,526.95395392,7813.36022066,7813.36022066,1355.42265419,45040.2667751,48.268004771
4.76549345066,527.086095319,7813.91428921,7813.91428921,1355.2897694,45051.0716585,48.2685256314
4.76646767434,527.218275305,7814.46833209,7814.46833209,1355.15687825,45061.8790292,48.2690464868
4.76744209719,527.350493889,7815.02234931,7815.02234931,1355.02398075,45072.6888879,48.2695673371
4.76841671924,527.482751083,7815.57634084,7815.57634084,1354.89107692,45083.501235,48.2700881824
4.76939154054,527.615046898,7816.1303067,7816.1303067,1354.75816675,45094.3160712,48.2706090226
4.77036656112,527.747381346,7816.68424687,7816.68424687,1354.62525025,45105.133397,48.2711298578
4.77134178103,527.879754438,7817.23816135,7817.23816135,1354.49232743,45115.9532128,48.271650688
4.7723172003,528.012166186,7817.79205013,7817.79205013,1354.35939829,45126.7755194,48.2721715131
4.77329281898,528.144616601,7818.34591322,7818.34591322,1354.22646284,45137.6003171,48.2726923332
4.77426863711,528.277105694,7818.8997506,7818.8997506,1354.0935211,45148.4276066,48.2732131483
4.77524465474,528.409633478,7819.45356228,7819.45356228,1353.96057306,45159.2573885,48.2737339583
4.77622087189,528.542199963,7820.00734824,7820.00734824,1353.82761873,45170.0896632,48.2742547632
4.77719728861,528.674805162,7820.56110848,7820.56110848,1353.69465812,45180.9244313,48.2747755631
4.77817390494,528.807449086,7821.114843,7821.114843,1353.56169123,45191.7616934,48.275296358
4.77915072093,528.940131746,7821.6685518,7821.6685518,1353.42871808,45202.60145,48.2758171478
4.78012773661,529.072853154,7822.22223487,7822.22223487,1353.29573866,45213.4437016,48.2763379326
4.78110495202,529.205613322,7822.7758922,7822.7758922,1353.16275299,45224.2884489,48.2768587124
4.78208236721,529.33841226,7823.32952379,7823.32952379,1353.02976107,45235.1356923,48.2773794871
4.78305998221,529.471249981,7823.88312963,7823.88312963,1352.89676291,45245.9854325,48.2779002567
4.78403779707,529.604126497,7824.43670973,7824.43670973,1352.76375851,45256.8376699,48.2784210213
4.78501581183,529.737041817,7824.99026408,7824.99026408,1352.63074788,45267.6924051,48.2789417809
4.78599402653,529.869995956,7825.54379266,7825.54379266,1352.49773104,45278.5496387,48.2794625355
4.7869724412,530.002988922,7826.09729549,7826.09729549,1352.36470797,45289.4093711,48.279983285
4.7879510559,530.13602073,7826.65077254,7826.65077254,1352.2316787,45300.2716031,48.2805040294
4.78892987066,530.269091389,7827.20422383,7827.20422383,1352.09864322,45311.1363351,48.2810247688
4.78990888551,530.402200912,7827.75764934,7827.75764934,1351.96560155,45322.0035676,48.2815455032
4.79088810052,530.53534931,7828.31104907,7828.31104907,1351.83255369,45332.8733012,48.2820662325
4.7918675157,530.668536594,7828.86442302,7828.86442302,1351.69949965,45343.7455365,48.2825869568
4.79284713111,530.801762777,7829.41777117,7829.41777117,1351.56643943,45354.620274,48.2831076761
4.79382694679,530.93502787,7829.97109353,7829.97109353,1351.43337304,45365.4975143,48.2836283903
4.79480696277,531.068331884,7830.5243901,7830.5243901,1351.30030049,45376.3772579,48.2841490995
4.7957871791,531.201674831,7831.07766086,7831.07766086,1351.16722179,45387.2595054,48.2846698036
4.79676759582,531.335056723,7831.63090581,7831.63090581,1351.03413693,45398.1442572,48.2851905027
4.79774821297,531.468477571,7832.18412496,7832.18412496,1350.90104593,45409.0315141,48.2857111967
4.79872903059,531.601937387,7832.73731828,7832.73731828,1350.7679488,45419.9212765,48.2862318857
4.79971004872,531.735436183,7833.29048579,7833.29048579,1350.63484553,45430.8135449,48.2867525697
4.8006912674,531.868973969,7833.84362747,7833.84362747,1350.50173615,45441.70832,48.2872732486
4.80167268667,532.002550759,7834.39674332,7834.39674332,1350.36862064,45452.6056023,48.2877939225
4.80265430658,532.136166562,7834.94983333,7834.94983333,1350.23549903,45463.5053923,48.2883145914
4.80363612717,532.269821392,7835.50289751,7835.50289751,1350.10237131,45474.4076905,48.2888352552
4.80461814847,532.403515259,7836.05593585,7836.05593585,1349.9692375,45485.3124976,48.2893559139
4.80560037053,532.537248175,7836.60894833,7836.60894833,1349.83609759,45496.2198141,48.2898765677
4.80658279339,532.671020153,7837.16193497,7837.16193497,1349.7029516,45507.1296406,48.2903972164
4.80756541709,532.804831202,7837.71489575,7837.71489575,1349.56979954,45518.0419775,48.29091786
4.80854824166,532.938681336,7838.26783066,7838.26783066,1349.4366414,45528.9568255,48.2914384986
4.80953126716,533.072570566,7838.82073972,7838.82073972,1349.30347721,45539.8741851,48.2919591322
4.81051449363,533.206498903,7839.3736229,7839.3736229,1349.17030695,45550.7940568,48.2924797607
4.81149792109,533.340466359,7839.92648021,7839.92648021,1349.03713064,45561.7164412,48.2930003842
4.8124815496,533.474472946,7840.47931164,7840.47931164,1348.90394829,45572.6413389,48.2935210027
4.8134653792,533.608518676,7841.03211718,7841.03211718,1348.7707599,45583.5687504,48.2940416161
4.81444940992,533.742603559,7841.58489684,7841.58489684,1348.63756549,45594.4986763,48.2945622244
4.81543364182,533.876727608,7842.13765061,7842.13765061,1348.50436504,45605.4311171,48.2950828278
4.81641807492,534.010890835,7842.69037848,7842.69037848,1348.37115858,45616.3660734,48.2956034261
4.81740270927,534.145093251,7843.24308044,7843.24308044,1348.23794611,45627.3035457,48.2961240193
4.81838754492,534.279334867,7843.79575651,7843.79575651,1348.10472763,45638.2435345,48.2966446075
4.81937258189,534.413615696,7844.34840666,7844.34840666,1347.97150316,45649.1860405,48.2971651907
4.82035782024,534.547935749,7844.9010309,7844.9010309,1347.83827269,45660.1310642,48.2976857688
4.82134326001,534.682295038,7845.45362922,7845.45362922,1347.70503624,45671.0786062,48.2982063419
4.82232890123,534.816693575,7846.00620161,7846.00620161,1347.57179381,45682.0286669,48.29872691
4.82331474395,534.951131371,7846.55874808,7846.55874808,1347.43854541,45692.981247,48.299247473
4.82430078821,535.085608437,7847.11126862,7847.11126862,1347.30529105,45703.936347,48.299768031
4.82528703405,535.220124786,7847.66376322,7847.66376322,1347.17203073,45714.8939675,48.3002885839
4.82627348151,535.35468043,7848.21623188,7848.21623188,1347.03876445,45725.8541089,48.3008091319
4.82726013063,535.48927538,7848.76867459,7848.76867459,1346.90549223,45736.816772,48.3013296747
4.82824698146,535.623909647,7849.32109135,7849.32109135,1346.77221407,45747.7819572,48.3018502125
4.82923403403,535.758583244,7849.87348216,7849.87348216,1346.63892998,45758.749665,48.3023707453
4.83022128838,535.893296182,7850.42584701,7850.42584701,1346.50563996,45769.7198961,48.3028912731
4.83120874457,536.028048473,7850.9781859,7850.9781859,1346.37234402,45780.692651,48.3034117958
4.83219640262,536.162840129,7851.53049882,7851.53049882,1346.23904217,45791.6679303,48.3039323135
4.83318426258,536.297671161,7852.08278577,7852.08278577,1346.10573442,45802.6457344,48.3044528261
4.83417232449,536.432541581,7852.63504674,7852.63504674,1345.97242076,45813.626064,48.3049733337
4.8351605884,536.567451401,7853.18728173,7853.18728173,1345.83910121,45824.6089197,48.3054938363
4.83614905434,536.702400633,7853.73949073,7853.73949073,1345.70577578,45835.5943019,48.3060143338
4.83713772235,536.837389288,7854.29167375,7854.29167375,1345.57244446,45846.5822112,48.3065348263
4.83812659248,536.972417378,7854.84383077,7854.84383077,1345.43910728,45857.5726482,48.3070553137
4.83911566477,537.107484915,7855.39596179,7855.39596179,1345.30576422,45868.5656135,48.3075757962
4.84010493926,537.24259191,7855.94806681,7855.94806681,1345.17241531,45879.5611075,48.3080962735
4.84109441599,537.377738376,7856.50014582,7856.50014582,1345.03906054,45890.5591309,48.3086167459
4.84208409499,537.512924324,7857.05219882,7857.05219882,1344.90569993,45901.5596843,48.3091372132
4.84307397633,537.648149766,7857.6042258,7857.6042258,1344.77233347,45912.5627681,48.3096576754
4.84406406002,537.783414714,7858.15622676,7858.15622676,1344.63896118,45923.5683829,48.3101781327
4.84505434612,537.918719179,7858.7082017,7858.7082017,1344.50558307,45934.5765293,48.3106985849
4.84604483467,538.054063173,7859.26015061,7859.26015061,1344.37219913,45945.5872078,48.311219032
4.84703552571,538.189446709,7859.81207349,7859.81207349,1344.23880938,45956.6004191,48.3117394741
4.84802641928,538.324869797,7860.36397032,7860.36397032,1344.10541382,45967.6161636,48.3122599112
4.84901751542,538.46033245,7860.91584112,7860.91584112,1343.97201246,45978.6344419,48.3127803432
4.85000881417,538.595834679,7861.46768586,7861.46768586,1343.83860531,45989.6552546,48.3133007702
4.85100031557,538.731376497,7862.01950456,7862.01950456,1343.70519236,46000.6786022,48.3138211922
4.85199201967,538.866957914,7862.5712972,7862.5712972,1343.57177364,46011.7044853,48.3143416091
4.85298392651,539.002578943,7863.12306378,7863.12306378,1343.43834914,46022.7329044,48.314862021
4.85397603613,539.138239596,7863.67480429,7863.67480429,1343.30491887,46033.7638602,48.3153824279
4.85496834856,539.273939884,7864.22651874,7864.22651874,1343.17148284,46044.7973531,48.3159028297
4.85596086386,539.40967982,7864.77820711,7864.77820711,1343.03804106,46055.8333838,48.3164232265
4.85695358206,539.545459414,7865.3298694,7865.3298694,1342.90459352,46066.8719527,48.3169436183
4.8579465032,539.68127868,7865.88150562,7865.88150562,1342.77114025,46077.9130604,48.317464005
4.85893962733,539.817137628,7866.43311574,7866.43311574,1342.63768124,46088.9567076,48.3179843867
4.85993295449,539.95303627,7866.98469978,7866.98469978,1342.50421649,46100.0028947,48.3185047633
4.86092648472,540.088974619,7867.53625772,7867.53625772,1342.37074603,46111.0516223,48.3190251349
4.86192021805,540.224952686,7868.08778956,7868.08778956,1342.23726985,46122.102891,48.3195455015
4.86291415454,540.360970484,7868.63929529,7868.63929529,1342.10378796,46133.1567013,48.320065863
4.86390829422,540.497028023,7869.19077492,7869.19077492,1341.97030037,46144.2130539,48.3205862195
4.86490263714,540.633125316,7869.74222844,7869.74222844,1341.83680708,46155.2719491,48.321106571
4.86589718333,540.769262374,7870.29365583,7870.29365583,1341.7033081,46166.3333877,48.3216269174
4.86689193284,540.90543921,7870.84505711,7870.84505711,1341.56980343,46177.3973702,48.3221472588
