z,H_km_s_Mpc,D_C_Mpc,D_M_Mpc,D_A_Mpc,D_L_Mpc,mu_mag
4.43192853256,482.517064167,7615.64212181,7615.64212181,1402.0144183,41367.6237352,48.083302873
4.4328345646,482.63624272,7616.20497866,7616.20497866,1401.88420761,41377.5816591,48.0838255222
4.43374078186,482.755456002,7616.76781156,7616.76781156,1401.75398815,41387.5418836,48.0843481663
4.43464718438,482.874704024,7617.3306205,7617.3306205,1401.62375994,41397.5044092,48.0848708054
4.4355537722,482.993986798,7617.89340548,7617.89340548,1401.49352297,41407.4692363,48.0853934394
4.43646054535,483.113304332,7618.45616649,7618.45616649,1401.36327725,41417.4363656,48.0859160683
4.43736750388,483.232656638,7619.01890352,7619.01890352,1401.2330228,41427.4057975,48.0864386922
4.43827464783,483.352043725,7619.58161658,7619.58161658,1401.10275961,41437.3775325,48.086961311
4.43918197722,483.471465604,7620.14430566,7620.14430566,1400.9724877,41447.3515711,48.0874839248
4.4400894921,483.590922286,7620.70697074,7620.70697074,1400.84220707,41457.3279139,48.0880065335
4.4409971925,483.710413781,7621.26961183,7621.26961183,1400.71191772,41467.3065613,48.0885291371
4.44190507847,483.829940098,7621.83222893,7621.83222893,1400.58161968,41477.2875139,48.0890517357
4.44281315005,483.949501249,7622.39482202,7622.39482202,1400.45131293,41487.2707721,48.0895743292
4.44372140726,484.069097243,7622.9573911,7622.9573911,1400.3209975,41497.2563365,48.0900969176
4.44462985015,484.188728092,7623.51993616,7623.51993616,1400.19067338,41507.2442076,48.090619501
4.44553847875,484.308393805,7624.08245721,7624.08245721,1400.06034058,41517.2343859,48.0911420793
4.44644729311,484.428094393,7624.64495423,7624.64495423,1399.92999912,41527.2268719,48.0916646526
4.44735629326,484.547829866,7625.20742722,7625.20742722,1399.79964899,41537.2216661,48.0921872208
4.44826547924,484.667600235,7625.76987618,7625.76987618,1399.66929021,41547.218769,48.092709784
4.44917485108,484.787405509,7626.33230109,7626.33230109,1399.53892277,41557.2181811,48.093232342
4.45008440884,484.9072457,7626.89470196,7626.89470196,1399.4085467,41567.219903,48.0937548951
4.45099415253,485.027120817,7627.45707879,7627.45707879,1399.27816199,41577.2239352,48.094277443
4.45190408221,485.147030872,7628.01943155,7628.01943155,1399.14776866,41587.2302781,48.0947999859
4.45281419791,485.266975873,7628.58176026,7628.58176026,1399.0173667,41597.2389322,48.0953225238
4.45372449966,485.386955833,7629.1440649,7629.1440649,1398.88695613,41607.2498982,48.0958450566
4.45463498751,485.506970761,7629.70634547,7629.70634547,1398.75653695,41617.2631764,48.0963675843
4.4555456615,485.627020667,7630.26860196,7630.26860196,1398.62610917,41627.2787675,48.0968901069
4.45645652165,485.747105562,7630.83083437,7630.83083437,1398.4956728,41637.2966718,48.0974126245
4.45736756802,485.867225457,7631.3930427,7631.3930427,1398.36522785,41647.31689,48.0979351371
4.45827880063,485.987380361,7631.95522693,7631.95522693,1398.23477431,41657.3394225,48.0984576445
4.45919021953,486.107570286,7632.51738707,7632.51738707,1398.1043122,41667.3642699,48.098980147
4.46010182475,486.227795241,7633.07952311,7633.07952311,1397.97384153,41677.3914326,48.0995026443
4.46101361634,486.348055237,7633.64163504,7633.64163504,1397.8433623,41687.4209112,48.1000251366
4.46192559433,486.468350285,7634.20372286,7634.20372286,1397.71287452,41697.4527062,48.1005476239
4.46283775875,486.588680394,7634.76578656,7634.76578656,1397.58237819,41707.486818,48.101070106
4.46375010965,486.709045576,7635.32782615,7635.32782615,1397.45187333,41717.5232473,48.1015925831
4.46466264706,486.82944584,7635.8898416,7635.8898416,1397.32135994,41727.5619945,48.1021150552
4.46557537103,486.949881197,7636.45183292,7636.45183292,1397.19083802,41737.6030601,48.1026375222
4.46648828159,487.070351658,7637.01380011,7637.01380011,1397.06030759,41747.6464446,48.1031599841
4.46740137878,487.190857232,7637.57574315,7637.57574315,1396.92976865,41757.6921486,48.103682441
4.46831466263,487.311397932,7638.13766205,7638.13766205,1396.7992212,41767.7401726,48.1042048928
4.46922813319,487.431973765,7638.69955679,7638.69955679,1396.66866526,41777.790517,48.1047273396
4.4701417905,487.552584745,7639.26142738,7639.26142738,1396.53810083,41787.8431824,48.1052497813
4.47105563458,487.673230879,7639.8232738,7639.8232738,1396.40752792,41797.8981693,48.1057722179
4.47196966548,487.79391218,7640.38509606,7640.38509606,1396.27694654,41807.9554783,48.1062946495
4.47288388325,487.914628658,7640.94689414,7640.94689414,1396.14635668,41818.0151097,48.106817076
4.47379828791,488.035380323,7641.50866805,7641.50866805,1396.01575837,41828.0770642,48.1073394975
4.4747128795,488.156167185,7642.07041777,7642.07041777,1395.8851516,41838.1413422,48.1078619139
4.47562765807,488.276989255,7642.63214331,7642.63214331,1395.75453639,41848.2079443,48.1083843252
4.47654262364,488.397846543,7643.19384465,7643.19384465,1395.62391273,41858.276871,48.1089067315
4.47745777627,488.518739061,7643.7555218,7643.7555218,1395.49328064,41868.3481228,48.1094291327
4.47837311598,488.639666818,7644.31717474,7644.31717474,1395.36264013,41878.4217001,48.1099515289
4.47928864282,488.760629824,7644.87880347,7644.87880347,1395.2319912,41888.4976036,48.11047392
4.48020435682,488.881628091,7645.44040799,7645.44040799,1395.10133385,41898.5758337,48.110996306
4.48112025803,489.002661629,7646.00198829,7646.00198829,1394.9706681,41908.656391,48.111518687
4.48203634647,489.123730448,7646.56354437,7646.56354437,1394.83999396,41918.7392759,48.1120410629
4.48295262219,489.244834559,7647.12507622,7647.12507622,1394.70931142,41928.8244889,48.1125634338
4.48386908524,489.365973972,7647.68658384,7647.68658384,1394.57862049,41938.9120307,48.1130857996
4.48478573563,489.487148698,7648.24806722,7648.24806722,1394.44792119,41949.0019017,48.1136081603
4.48570257342,489.608358747,7648.80952636,7648.80952636,1394.31721352,41959.0941023,48.114130516
4.48661959864,489.72960413,7649.37096124,7649.37096124,1394.18649748,41969.1886332,48.1146528666
4.48753681133,489.850884857,7649.93237188,7649.93237188,1394.05577309,41979.2854949,48.1151752122
4.48845421153,489.972200939,7650.49375825,7650.49375825,1393.92504035,41989.3846878,48.1156975527
4.48937179928,490.093552386,7651.05512036,7651.05512036,1393.79429926,41999.4862124,48.1162198881
4.49028957461,490.214939209,7651.61645821,7651.61645821,1393.66354984,42009.5900694,48.1167422185
4.49120753756,490.336361418,7652.17777177,7652.17777177,1393.53279209,42019.6962591,48.1172645438
4.49212568818,490.457819025,7652.73906106,7652.73906106,1393.40202602,42029.8047822,48.1177868641
4.4930440265,490.579312038,7653.30032607,7653.30032607,1393.27125163,42039.9156391,48.1183091793
4.49396255255,490.700840469,7653.86156679,7653.86156679,1393.14046894,42050.0288304,48.1188314895
4.49488126639,490.822404329,7654.42278321,7654.42278321,1393.00967794,42060.1443565,48.1193537946
4.49580016803,490.944003627,7654.98397533,7654.98397533,1392.87887865,42070.2622179,48.1198760946
4.49671925754,491.065638375,7655.54514315,7655.54514315,1392.74807107,42080.3824153,48.1203983896
4.49763853493,491.187308583,7656.10628666,7656.10628666,1392.61725521,42090.5049491,48.1209206795
4.49855800025,491.309014262,7656.66740586,7656.66740586,1392.48643108,42100.6298198,48.1214429644
4.49947765355,491.430755422,7657.22850074,7657.22850074,1392.35559868,42110.7570279,48.1219652442
4.50039749485,491.552532073,7657.78957129,7657.78957129,1392.22475802,42120.886574,48.1224875189
4.50131752419,491.674344226,7658.35061752,7658.35061752,1392.09390911,42131.0184586,48.1230097886
4.50223774162,491.796191892,7658.91163941,7658.91163941,1391.96305195,42141.1526821,48.1235320532
4.50315814718,491.918075082,7659.47263696,7659.47263696,1391.83218656,42151.2892452,48.1240543128
4.50407874089,492.039993805,7660.03361017,7660.03361017,1391.70131293,42161.4281482,48.1245765673
4.50499952281,492.161948073,7660.59455902,7660.59455902,1391.57043108,42171.5693918,48.1250988167
4.50592049296,492.283937895,7661.15548353,7661.15548353,1391.439541,42181.7129765,48.1256210611
4.50684165139,492.405963284,7661.71638367,7661.71638367,1391.30864272,42191.8589027,48.1261433005
4.50776299813,492.528024248,7662.27725945,7662.27725945,1391.17773623,42202.007171,48.1266655347
4.50868453323,492.650120799,7662.83811086,7662.83811086,1391.04682155,42212.157782,48.127187764
4.50960625672,492.772252947,7663.3989379,7663.3989379,1390.91589867,42222.310736,48.1277099881
4.51052816864,492.894420704,7663.95974056,7663.95974056,1390.78496761,42232.4660337,48.1282322072
4.51145026903,493.016624078,7664.52051883,7664.52051883,1390.65402838,42242.6236755,48.1287544213
4.51237255793,493.138863082,7665.08127271,7665.08127271,1390.52308097,42252.783662,48.1292766302
4.51329503537,493.261137725,7665.6420022,7665.6420022,1390.3921254,42262.9459937,48.1297988342
4.5142177014,493.383448019,7666.20270729,7666.20270729,1390.26116168,42273.1106711,48.130321033
4.51514055605,493.505793973,7666.76338798,7666.76338798,1390.1301898,42283.2776947,48.1308432269
4.51606359936,493.628175599,7667.32404426,7667.32404426,1389.99920979,42293.447065,48.1313654156
4.51698683138,493.750592906,7667.88467612,7667.88467612,1389.86822164,42303.6187827,48.1318875993
4.51791025213,493.873045907,7668.44528356,7668.44528356,1389.73722536,42313.7928481,48.1324097779
4.51883386166,493.995534611,7669.00586658,7669.00586658,1389.60622096,42323.9692618,48.1329319515
4.51975766001,494.118059028,7669.56642517,7669.56642517,1389.47520844,42334.1480243,48.13345412
4.52068164721,494.24061917,7670.12695933,7670.12695933,1389.34418782,42344.3291361,48.1339762835
4.5216058233,494.363215047,7670.68746904,7670.68746904,1389.21315909,42354.5125978,48.1344984419
4.52253018833,494.48584667,7671.24795431,7671.24795431,1389.08212227,42364.6984099,48.1350205953
4.52345474233,494.608514049,7671.80841514,7671.80841514,1388.95107737,42374.8865728,48.1355427436
4.52437948533,494.731217195,7672.36885151,7672.36885151,1388.82002438,42385.0770872,48.1360648868
4.52530441739,494.853956119,7672.92926342,7672.92926342,1388.68896332,42395.2699535,48.136587025
4.52622953853,494.976730831,7673.48965086,7673.48965086,1388.5578942,42405.4651722,48.1371091581
4.52715484879,495.099541342,7674.05001384,7674.05001384,1388.42681701,42415.6627439,48.1376312862
4.52808034823,495.222387663,7674.61035234,7674.61035234,1388.29573177,42425.8626691,48.1381534092
4.52900603686,495.345269804,7675.17066636,7675.17066636,1388.16463849,42436.0649482,48.1386755271
4.52993191473,495.468187775,7675.7309559,7675.7309559,1388.03353717,42446.2695819,48.13919764
4.53085798189,495.591141588,7676.29122095,7676.29122095,1387.90242781,42456.4765707,48.1397197479
4.53178423836,495.714131254,7676.85146151,7676.85146151,1387.77131044,42466.685915,48.1402418506
4.53271068419,495.837156782,7677.41167757,7677.41167757,1387.64018504,42476.8976154,48.1407639484
4.53363731941,495.960218183,7677.97186912,7677.97186912,1387.50905163,42487.1116724,48.141286041
4.53456414407,496.083315469,7678.53203617,7678.53203617,1387.37791022,42497.3280865,48.1418081286
4.53549115821,496.206448649,7679.0921787,7679.0921787,1387.24676081,42507.5468582,48.1423302112
4.53641836185,496.329617735,7679.65229671,7679.65229671,1387.11560341,42517.7679882,48.1428522887
4.53734575505,496.452822738,7680.2123902,7680.2123902,1386.98443802,42527.9914768,48.1433743611
4.53827333784,496.576063667,7680.77245916,7680.77245916,1386.85326466,42538.2173246,48.1438964285
4.53920111025,496.699340533,7681.33250359,7681.33250359,1386.72208333,42548.4455321,48.1444184908
4.54012907233,496.822653348,7681.89252347,7681.89252347,1386.59089403,42558.6760998,48.1449405481
4.54105722412,496.946002122,7682.45251882,7682.45251882,1386.45969678,42568.9090284,48.1454626003
4.54198556566,497.069386865,7683.01248961,7683.01248961,1386.32849158,42579.1443182,48.1459846475
4.54291409697,497.192807589,7683.57243586,7683.57243586,1386.19727844,42589.3819698,48.1465066896
4.54384281811,497.316264303,7684.13235754,7684.13235754,1386.06605736,42599.6219838,48.1470287266
4.54477172911,497.43975702,7684.69225466,7684.69225466,1385.93482836,42609.8643606,48.1475507586
4.54570083001,497.563285748,7685.25212722,7685.25212722,1385.80359143,42620.1091008,48.1480727855
4.54663012085,497.6868505,7685.8119752,7685.8119752,1385.67234658,42630.3562048,48.1485948074
4.54755960167,497.810451286,7686.3717986,7686.3717986,1385.54109383,42640.6056733,48.1491168242
4.5484892725,497.934088116,7686.93159742,7686.93159742,1385.40983318,42650.8575067,48.149638836
4.54941913339,498.057761002,7687.49137165,7687.49137165,1385.27856463,42661.1117056,48.1501608427
4.55034918437,498.181469953,7688.05112129,7688.05112129,1385.1472882,42671.3682704,48.1506828443
4.55127942549,498.305214981,7688.61084633,7688.61084633,1385.01600388,42681.6272018,48.1512048409
4.55220985678,498.428996097,7689.17054676,7689.17054676,1384.88471169,42691.8885002,48.1517268325
4.55314047827,498.552813311,7689.73022259,7689.73022259,1384.75341164,42702.1521661,48.152248819
4.55407129002,498.676666633,7690.28987381,7690.28987381,1384.62210372,42712.4182001,48.1527708004
4.55500229206,498.800556076,7690.84950041,7690.84950041,1384.49078795,42722.6866026,48.1532927768
4.55593348442,498.924481649,7691.40910239,7691.40910239,1384.35946434,42732.9573743,48.1538147481
4.55686486715,499.048443362,7691.96867974,7691.96867974,1384.22813288,42743.2305157,48.1543367143
4.55779644029,499.172441228,7692.52823245,7692.52823245,1384.09679359,42753.5060271,48.1548586755
4.55872820387,499.296475257,7693.08776053,7693.08776053,1383.96544648,42763.7839093,48.1553806317
4.55966015793,499.420545458,7693.64726397,7693.64726397,1383.83409155,42774.0641627,48.1559025828
4.56059230252,499.544651844,7694.20674276,7694.20674276,1383.70272881,42784.3467878,48.1564245288
4.56152463766,499.668794425,7694.7661969,7694.7661969,1383.57135826,42794.6317851,48.1569464698
4.56245716341,499.792973212,7695.32562639,7695.32562639,1383.43997991,42804.9191553,48.1574684057
4.56338987979,499.917188215,7695.88503121,7695.88503121,1383.30859377,42815.2088987,48.1579903366
4.56432278686,500.041439445,7696.44441136,7696.44441136,1383.17719985,42825.5010159,48.1585122624
4.56525588464,500.165726914,7697.00376685,7697.00376685,1383.04579814,42835.7955075,48.1590341832
4.56618917317,500.290050631,7697.56309765,7697.56309765,1382.91438867,42846.0923739,48.1595560989
4.5671226525,500.414410607,7698.12240378,7698.12240378,1382.78297144,42856.3916158,48.1600780095
4.56805632267,500.538806854,7698.68168522,7698.68168522,1382.65154644,42866.6932336,48.1605999151
4.5689901837,500.663239382,7699.24094196,7699.24094196,1382.5201137,42876.9972278,48.1611218157
4.56992423565,500.787708202,7699.80017402,7699.80017402,1382.38867321,42887.3035989,48.1616437112
4.57085847855,500.912213325,7700.35938137,7700.35938137,1382.25722499,42897.6123476,48.1621656016
4.57179291244,501.036754761,7700.91856401,7700.91856401,1382.12576903,42907.9234743,48.162687487
4.57272753736,501.161332522,7701.47772195,7701.47772195,1381.99430536,42918.2369795,48.1632093673
4.57366235335,501.285946617,7702.03685517,7702.03685517,1381.86283397,42928.5528637,48.1637312426
4.57459736044,501.410597059,7702.59596366,7702.59596366,1381.73135486,42938.8711276,48.1642531128
4.57553255868,501.535283857,7703.15504744,7703.15504744,1381.59986806,42949.1917716,48.1647749779
4.57646794811,501.660007023,7703.71410648,7703.71410648,1381.46837356,42959.5147962,48.165296838
4.57740352876,501.784766567,7704.27314079,7704.27314079,1381.33687137,42969.840202,48.1658186931
4.57833930068,501.909562501,7704.83215036,7704.83215036,1381.2053615,42980.1679894,48.1663405431
4.57927526389,502.034394834,7705.39113518,7705.39113518,1381.07384395,42990.4981591,48.166862388
4.58021141845,502.159263578,7705.95009525,7705.95009525,1380.94231874,43000.8307115,48.1673842279
4.58114776439,502.284168744,7706.50903057,7706.50903057,1380.81078586,43011.1656472,48.1679060627
4.58208430175,502.409110343,7707.06794113,7707.06794113,1380.67924533,43021.5029667,48.1684278925
4.58302103057,502.534088385,7707.62682692,7707.62682692,1380.54769716,43031.8426705,48.1689497172
4.58395795088,502.659102881,7708.18568795,7708.18568795,1380.41614134,43042.1847591,48.1694715369
4.58489506274,502.784153842,7708.7445242,7708.7445242,1380.28457789,43052.5292331,48.1699933515
4.58583236616,502.909241279,7709.30333567,7709.30333567,1380.15300681,43062.876093,48.1705151611
4.58676986121,503.034365202,7709.86212236,7709.86212236,1380.0214281,43073.2253393,48.1710369656
4.58770754791,503.159525623,7710.42088426,7710.42088426,1379.88984179,43083.5769726,48.171558765
4.58864542631,503.284722553,7710.97962137,7710.97962137,1379.75824787,43093.9309933,48.1720805594
4.58958349643,503.409956002,7711.53833368,7711.53833368,1379.62664635,43104.287402,48.1726023488
4.59052175833,503.535225981,7712.09702118,7712.09702118,1379.49503724,43114.6461993,48.1731241331
4.59146021205,503.660532501,7712.65568388,7712.65568388,1379.36342054,43125.0073856,48.1736459123
4.59239885761,503.785875574,7713.21432176,7713.21432176,1379.23179626,43135.3709615,48.1741676865
4.59333769506,503.911255208,7713.77293483,7713.77293483,1379.1001644,43145.7369275,48.1746894556
4.59427672444,504.036671417,7714.33152307,7714.33152307,1378.96852499,43156.1052841,48.1752112197
4.59521594579,504.16212421,7714.89008649,7714.89008649,1378.83687801,43166.4760319,48.1757329787
4.59615535915,504.287613599,7715.44862507,7715.44862507,1378.70522348,43176.8491714,48.1762547327
4.59709496456,504.413139593,7716.00713882,7716.00713882,1378.57356141,43187.2247031,48.1767764816
4.59803476205,504.538702205,7716.56562772,7716.56562772,1378.44189179,43197.6026276,48.1772982255
4.59897475166,504.664301446,7717.12409178,7717.12409178,1378.31021465,43207.9829453,48.1778199643
4.59991493345,504.789937325,7717.68253098,7717.68253098,1378.17852998,43218.3656569,48.178341698
4.60085530743,504.915609854,7718.24094533,7718.24094533,1378.04683779,43228.7507627,48.1788634267
4.60179587366,505.041319043,7718.79933482,7718.79933482,1377.91513809,43239.1382634,48.1793851504
4.60273663217,505.167064905,7719.35769944,7719.35769944,1377.78343089,43249.5281595,48.179906869
4.60367758301,505.292847449,7719.91603919,7719.91603919,1377.65171619,43259.9204515,48.1804285825
4.6046187262,505.418666687,7720.47435407,7720.47435407,1377.519994,43270.31514,48.180950291
4.6055600618,505.544522629,7721.03264406,7721.03264406,1377.38826432,43280.7122254,48.1814719944
4.60650158983,505.670415286,7721.59090917,7721.59090917,1377.25652717,43291.1117083,48.1819936928
4.60744331035,505.79634467,7722.14914939,7722.14914939,1377.12478254,43301.5135893,48.1825153862
4.60838522338,505.922310791,7722.70736471,7722.70736471,1376.99303046,43311.9178688,48.1830370744
4.60932732897,506.04831366,7723.26555513,7723.26555513,1376.86127091,43322.3245473,48.1835587577
4.61026962716,506.174353288,7723.82372065,7723.82372065,1376.72950392,43332.7336255,48.1840804358
4.61121211799,506.300429686,7724.38186126,7724.38186126,1376.59772948,43343.1451039,48.184602109
4.61215480149,506.426542866,7724.93997696,7724.93997696,1376.46594761,43353.5589829,48.185123777
4.61309767771,506.552692837,7725.49806773,7725.49806773,1376.3341583,43363.9752631,48.18564544
4.61404074668,506.678879611,7726.05613358,7726.05613358,1376.20236158,43374.3939451,48.186167098
4.61498400845,506.805103198,7726.6141745,7726.6141745,1376.07055744,43384.8150293,48.1866887509
4.61592746305,506.931363611,7727.17219049,7727.17219049,1375.93874589,43395.2385163,48.1872103988
4.61687111052,507.057660859,7727.73018154,7727.73018154,1375.80692693,43405.6644066,48.1877320416
4.61781495091,507.183994954,7728.28814765,7728.28814765,1375.67510058,43416.0927008,48.1882536793
4.61875898425,507.310365907,7728.84608881,7728.84608881,1375.54326684,43426.5233993,48.188775312
4.61970321058,507.436773728,7729.40400501,7729.40400501,1375.41142572,43436.9565028,48.1892969397
4.62064762994,507.563218428,7729.96189626,7729.96189626,1375.27957723,43447.3920117,48.1898185623
4.62159224237,507.68970002,7730.51976254,7730.51976254,1375.14772137,43457.8299266,48.1903401798
4.62253704791,507.816218512,7731.07760386,7731.07760386,1375.01585814,43468.270248,48.1908617923
4.6234820466,507.942773918,7731.63542021,7731.63542021,1374.88398756,43478.7129764,48.1913833998
4.62442723848,508.069366247,7732.19321158,7732.19321158,1374.75210963,43489.1581124,48.1919050021
4.62537262359,508.19599551,7732.75097796,7732.75097796,1374.62022436,43499.6056565,48.1924265995
4.62631820196,508.322661719,7733.30871936,7733.30871936,1374.48833176,43510.0556092,48.1929481918
4.62726397365,508.449364884,7733.86643577,7733.86643577,1374.35643183,43520.507971,48.193469779
4.62820993868,508.576105017,7734.42412719,7734.42412719,1374.22452458,43530.9627426,48.1939913612
4.62915609709,508.702882128,7734.9817936,7734.9817936,1374.09261001,43541.4199243,48.1945129383
4.63010244893,508.829696228,7735.539435,7735.539435,1373.96068813,43551.8795168,48.1950345104
4.63104899424,508.956547329,7736.0970514,7736.0970514,1373.82875896,43562.3415206,48.1955560774
4.63199573305,509.083435442,7736.65464278,7736.65464278,1373.69682249,43572.8059363,48.1960776394
4.63294266541,509.210360577,7737.21220914,7737.21220914,1373.56487874,43583.2727642,48.1965991963
4.63388979135,509.337322746,7737.76975048,7737.76975048,1373.4329277,43593.7420051,48.1971207482
4.63483711092,509.464321959,7738.32726679,7738.32726679,1373.30096939,43604.2136593,48.197642295
4.63578462414,509.591358227,7738.88475806,7738.88475806,1373.16900382,43614.6877275,48.1981638368
4.63673233108,509.718431563,7739.44222429,7739.44222429,1373.03703098,43625.1642102,48.1986853735
4.63768023175,509.845541976,7739.99966548,7739.99966548,1372.90505089,43635.6431078,48.1992069052
4.6386283262,509.972689477,7740.55708162,7740.55708162,1372.77306356,43646.124421,48.1997284318
4.63957661448,510.099874079,7741.11447271,7741.11447271,1372.64106898,43656.6081503,48.2002499534
4.64052509662,510.227095791,7741.67183874,7741.67183874,1372.50906718,43667.0942962,48.2007714699
4.64147377266,510.354354624,7742.22917971,7742.22917971,1372.37705814,43677.5828592,48.2012929814
4.64242264264,510.481650591,7742.78649561,7742.78649561,1372.24504189,43688.0738399,48.2018144878
4.6433717066,510.608983702,7743.34378644,7743.34378644,1372.11301842,43698.5672388,48.2023359891
4.64432096458,510.736353967,7743.90105218,7743.90105218,1371.98098775,43709.0630565,48.2028574855
4.64527041662,510.863761398,7744.45829285,7744.45829285,1371.84894988,43719.5612934,48.2033789767
4.64622006276,510.991206007,7745.01550843,7745.01550843,1371.71690482,43730.0619501,48.2039004629
4.64716990304,511.118687804,7745.57269892,7745.57269892,1371.58485257,43740.5650271,48.2044219441
4.64811993749,511.246206799,7746.12986432,7746.12986432,1371.45279315,43751.0705251,48.2049434202
4.64907016617,511.373763005,7746.68700461,7746.68700461,1371.32072655,43761.5784444,48.2054648913
4.6500205891,511.501356433,7747.2441198,7747.2441198,1371.18865279,43772.0887856,48.2059863573
4.65097120633,511.628987093,7747.80120987,7747.80120987,1371.05657187,43782.6015494,48.2065078182
4.6519220179,511.756654996,7748.35827483,7748.35827483,1370.92448379,43793.1167361,48.2070292742
4.65287302385,511.884360154,7748.91531468,7748.91531468,1370.79238858,43803.6343464,48.207550725
4.65382422421,512.012102578,7749.47232939,7749.47232939,1370.66028622,43814.1543807,48.2080721708
4.65477561903,512.139882278,7750.02931898,7750.02931898,1370.52817673,43824.6768397,48.2085936116
4.65572720834,512.267699266,7750.58628343,7750.58628343,1370.39606012,43835.2017238,48.2091150473
4.65667899219,512.395553553,7751.14322275,7751.14322275,1370.26393639,43845.7290336,48.209636478
4.65763097062,512.52344515,7751.70013692,7751.70013692,1370.13180555,43856.2587696,48.2101579036
4.65858314366,512.651374069,7752.25702594,7752.25702594,1369.99966761,43866.7909323,48.2106793241
4.65953551136,512.779340319,7752.81388981,7752.81388981,1369.86752256,43877.3255224,48.2112007397
4.66048807376,512.907343913,7753.37072852,7753.37072852,1369.73537043,43887.8625402,48.2117221501
4.66144083089,513.035384862,7753.92754207,7753.92754207,1369.60321121,43898.4019864,48.2122435555
4.66239378279,513.163463176,7754.48433045,7754.48433045,1369.47104492,43908.9438615,48.2127649559
4.66334692951,513.291578867,7755.04109366,7755.04109366,1369.33887155,43919.488166,48.2132863512
4.66430027108,513.419731946,7755.5978317,7755.5978317,1369.20669112,43930.0349005,48.2138077415
4.66525380755,513.547922423,7756.15454455,7756.15454455,1369.07450364,43940.5840654,48.2143291267
4.66620753895,513.676150311,7756.71123221,7756.71123221,1368.9423091,43951.1356614,48.2148505068
4.66716146533,513.804415621,7757.26789469,7757.26789469,1368.81010752,43961.689689,48.215371882
4.66811558672,513.932718362,7757.82453197,7757.82453197,1368.6778989,43972.2461487,48.215893252
4.66906990316,514.061058547,7758.38114405,7758.38114405,1368.54568326,43982.805041,48.216414617
4.6700244147,514.189436187,7758.93773092,7758.93773092,1368.41346059,43993.3663664,48.216935977
4.67097912137,514.317851293,7759.49429259,7759.49429259,1368.2812309,44003.9301256,48.2174573319
4.67193402321,514.446303875,7760.05082904,7760.05082904,1368.1489942,44014.4963191,48.2179786818
4.67288912027,514.574793946,7760.60734027,7760.60734027,1368.0167505,44025.0649473,48.2185000266
4.67384441258,514.703321516,7761.16382628,7761.16382628,1367.8844998,44035.6360108,48.2190213664
4.67479990019,514.831886597,7761.72028705,7761.72028705,1367.75224212,44046.2095103,48.2195427011
4.67575558312,514.960489199,7762.2767226,7762.2767226,1367.61997745,44056.785446,48.2200640308
4.67671146143,515.089129334,7762.83313291,7762.83313291,1367.4877058,44067.3638188,48.2205853554
4.67766753516,515.217807013,7763.38951797,7763.38951797,1367.35542719,44077.944629,48.221106675
4.67862380433,515.346522247,7763.94587779,7763.94587779,1367.22314161,44088.5278772,48.2216279895
4.679580269,515.475275048,7764.50221236,7764.50221236,1367.09084908,44099.1135639,48.222149299
4.6805369292,515.604065426,7765.05852167,7765.05852167,1366.95854959,44109.7016898,48.2226706035
4.68149378498,515.732893392,7765.61480571,7765.61480571,1366.82624317,44120.2922552,48.2231919028
4.68245083637,515.861758959,7766.1710645,7766.1710645,1366.69392981,44130.8852608,48.2237131972
4.68340808341,515.990662137,7766.72729801,7766.72729801,1366.56160952,44141.4807071,48.2242344865
4.68436552614,516.119602937,7767.28350624,7767.28350624,1366.4292823,44152.0785947,48.2247557707
4.68532316461,516.24858137,7767.8396892,7767.8396892,1366.29694818,44162.678924,48.2252770499
4.68628099885,516.377597449,7768.39584687,7768.39584687,1366.16460714,44173.2816956,48.225798324
4.6872390289,516.506651183,7768.95197925,7768.95197925,1366.0322592,44183.88691,48.2263195931
4.6881972548,516.635742584,7769.50808634,7769.50808634,1365.89990436,44194.4945679,48.2268408572
4.6891556766,516.764871664,7770.06416813,7770.06416813,1365.76754264,44205.1046696,48.2273621162
4.69011429433,516.894038433,7770.62022461,7770.62022461,1365.63517403,44215.7172159,48.2278833701
4.69107310803,517.023242903,7771.17625579,7771.17625579,1365.50279855,44226.3322071,48.228404619
4.69203211775,517.152485085,7771.73226165,7771.73226165,1365.3704162,44236.9496439,48.2289258629
4.69299132352,517.28176499,7772.2882422,7772.2882422,1365.23802699,44247.5695267,48.2294471017
4.69395072538,517.41108263,7772.84419743,7772.84419743,1365.10563092,44258.1918562,48.2299683355
4.69491032338,517.540438015,7773.40012732,7773.40012732,1364.97322801,44268.8166328,48.2304895642
4.69587011755,517.669831157,7773.95603189,7773.95603189,1364.84081825,44279.4438572,48.2310107879
4.69683010793,517.799262068,7774.51191112,7774.51191112,1364.70840166,44290.0735297,48.2315320065
4.69779029457,517.928730757,7775.06776501,7775.06776501,1364.57597824,44300.7056511,48.23205322
4.6987506775,518.058237238,7775.62359355,7775.62359355,1364.443548,44311.3402217,48.2325744286
4.69971125676,518.18778152,7776.17939675,7776.17939675,1364.31111094,44321.9772422,48.233095632
4.7006720324,518.317363616,7776.73517458,7776.73517458,1364.17866707,44332.6167131,48.2336168305
4.70163300445,518.446983536,7777.29092706,7777.29092706,1364.04621641,44343.258635,48.2341380239
4.70259417296,518.576641292,7777.84665418,7777.84665418,1363.91375894,44353.9030083,48.2346592122
4.70355553796,518.706336894,7778.40235593,7778.40235593,1363.78129469,44364.5498336,48.2351803955
